@relation weather
@attribute temperature real
@attribute humidity real
@attribute pressure real
@attribute luminosity real
@data
21,77,85291.00,0
20,78,85291.00,0
20,78,85292.00,0
20,78,85298.00,0
20,78,85293.00,0
22,77,85289.00,0
20,78,85295.00,0
20,78,85291.00,0
20,78,85294.00,0
20,78,85294.00,0
20,78,85297.00,0
21,77,85299.00,0
20,77,85296.00,0
20,78,85297.00,0
20,78,85294.00,0
21,77,85298.00,0
20,78,85296.00,0
20,80,85300.00,0
20,80,85291.00,0
20,80,85293.00,0
20,80,85298.00,0
20,80,85300.00,0
21,78,85297.00,0
20,78,85296.00,0
20,79,85295.00,0
20,80,85299.00,0
20,80,85297.00,0
20,80,85299.00,0
20,80,85299.00,0
20,80,85295.00,0
20,80,85288.00,0
20,78,85297.00,0
21,79,85296.00,0
20,80,85295.00,0
20,80,85295.00,0
20,80,85292.00,0
20,80,85296.00,0
20,79,85295.00,0
20,80,85301.00,0
20,80,85292.00,0
20,78,85289.00,0
20,80,85293.00,0
21,79,85290.00,0
20,78,85290.00,0
20,79,85289.00,0
20,80,85301.00,0
20,80,85289.00,0
20,80,85291.00,0
20,79,85291.00,0
20,78,85293.00,0
20,80,85291.00,0
20,79,85296.00,0
20,78,85289.00,0
20,79,85292.00,0
20,78,85294.00,0
20,78,85292.00,0
20,78,85292.00,0
20,79,85293.00,0
20,80,85292.00,0
20,80,85296.00,0
20,80,85290.00,0
20,80,85293.00,0
21,79,85297.00,0
20,79,85299.00,0
20,80,85294.00,0
20,80,85301.00,0
20,80,85297.00,0
20,80,85290.00,0
20,80,85293.00,0
20,80,85300.00,0
20,80,85301.00,0
20,80,85300.00,0
20,80,85296.00,0
20,80,85293.00,0
20,80,85295.00,0
20,81,85294.00,0
20,81,85298.00,0
20,80,85293.00,0
20,80,85291.00,0
20,81,85290.00,0
20,81,85299.00,0
20,81,85300.00,0
20,81,85295.00,0
20,81,85295.00,0
20,81,85298.00,0
20,81,85299.00,0
20,81,85295.00,0
20,81,85291.00,0
20,81,85294.00,0
20,81,85292.00,0
20,81,85294.00,0
20,81,85293.00,0
20,81,85291.00,0
20,81,85296.00,0
20,81,85299.00,0
20,81,85294.00,0
20,81,85290.00,0
20,81,85294.00,0
20,81,85296.00,0
20,81,85293.00,0
20,81,85291.00,0
20,81,85291.00,0
20,82,85297.00,0
20,82,85296.00,0
20,82,85297.00,0
20,81,85292.00,0
20,82,85295.00,0
20,81,85294.00,0
20,81,85297.00,0
20,81,85302.00,0
20,81,85295.00,0
23,79,85299.00,0
20,82,85296.00,0
20,81,85299.00,0
20,82,85292.00,0
20,82,85308.00,0
20,82,85296.00,0
20,82,85294.00,0
20,82,85300.00,0
20,82,85302.00,0
20,82,85303.00,0
20,82,85300.00,0
20,82,85298.00,0
20,82,85301.00,0
20,82,85303.00,0
20,82,85306.00,0
20,82,85306.00,0
20,82,85302.00,0
20,82,85304.00,0
20,81,85302.00,0
20,81,85302.00,0
21,80,85302.00,0
20,81,85304.00,0
20,81,85305.00,0
20,81,85304.00,0
21,80,85303.00,0
20,81,85302.00,0
20,81,85302.00,0
20,81,85303.00,0
20,81,85302.00,0
21,80,85303.00,0
20,81,85303.00,0
20,81,85303.00,0
20,81,85302.00,0
20,81,85300.00,0
20,81,85304.00,0
20,81,85305.00,0
20,81,85303.00,0
20,81,85304.00,0
20,81,85300.00,0
20,81,85298.00,0
20,81,85304.00,0
20,81,85305.00,0
20,81,85303.00,0
20,81,85303.00,0
20,81,85303.00,0
21,80,85302.00,0
20,80,85304.00,0
20,81,85306.00,0
20,81,85302.00,0
20,81,85297.00,0
20,81,85300.00,0
20,81,85300.00,0
20,80,85301.00,0
20,81,85300.00,0
20,81,85303.00,0
20,81,85297.00,0
20,81,85304.00,0
20,81,85301.00,0
20,81,85305.00,0
20,81,85303.00,0
20,81,85303.00,0
20,81,85296.00,0
20,81,85297.00,0
20,80,85292.00,0
20,80,85299.00,0
20,81,85293.00,0
20,80,85302.00,0
20,80,85300.00,0
20,80,85294.00,0
20,80,85293.00,0
20,80,85293.00,0
20,80,85292.00,0
20,80,85300.00,0
20,80,85300.00,0
20,80,85298.00,0
20,80,85296.00,0
21,79,85298.00,0
20,80,85296.00,0
20,80,85300.00,0
20,80,85299.00,0
20,81,85302.00,0
20,81,85300.00,0
20,81,85293.00,0
20,81,85297.00,0
20,81,85300.00,0
20,80,85294.00,0
20,80,85296.00,0
20,80,85293.00,0
20,80,85297.00,0
20,80,85295.00,0
20,80,85297.00,0
20,80,85303.00,0
20,80,85301.00,0
20,80,85295.00,0
20,80,85297.00,0
20,80,85293.00,0
20,80,85296.00,0
20,80,85295.00,0
20,80,85302.00,0
20,80,85300.00,0
20,80,85296.00,0
20,80,85295.00,0
20,80,85295.00,0
20,80,85301.00,0
20,80,85300.00,0
20,80,85296.00,0
20,80,85295.00,0
20,80,85297.00,0
20,80,85300.00,0
20,80,85300.00,0
20,80,85304.00,0
20,80,85302.00,0
20,80,85303.00,0
20,80,85300.00,0
20,80,85304.00,0
20,80,85302.00,0
21,79,85302.00,0
20,80,85302.00,0
20,80,85302.00,0
21,79,85306.00,0
20,80,85301.00,0
20,80,85302.00,0
20,80,85299.00,0
20,80,85307.00,0
20,80,85299.00,0
20,80,85301.00,0
21,79,85304.00,0
20,80,85305.00,0
20,80,85305.00,0
20,80,85301.00,0
22,79,85303.00,0
20,80,85309.00,0
20,80,85304.00,0
20,80,85308.00,0
20,80,85303.00,0
20,80,85298.00,0
21,79,85311.00,0
20,80,85308.00,0
20,80,85310.00,0
20,80,85307.00,0
20,80,85309.00,0
20,80,85305.00,0
20,80,85307.00,0
20,80,85313.00,0
20,80,85306.00,0
20,80,85310.00,0
23,78,85305.00,0
20,80,85307.00,0
20,80,85309.00,0
20,80,85307.00,0
20,80,85312.00,0
20,80,85307.00,0
20,80,85310.00,0
20,80,85311.00,0
20,80,85311.00,0
20,80,85310.00,0
20,80,85309.00,0
20,80,85310.00,0
20,80,85308.00,0
20,80,85315.00,0
20,80,85310.00,0
20,80,85306.00,0
20,80,85308.00,0
20,80,85314.00,0
20,80,85316.00,0
20,80,85312.00,0
20,81,85310.00,0
20,81,85309.00,0
20,80,85305.00,0
20,81,85312.00,0
20,81,85309.00,0
20,81,85317.00,0
20,81,85317.00,0
20,81,85304.00,0
20,81,85314.00,0
20,81,85305.00,0
20,81,85308.00,0
20,81,85302.00,0
20,80,85314.00,0
20,81,85315.00,0
20,81,85308.00,0
20,81,85315.00,0
20,81,85311.00,0
20,81,85309.00,0
20,81,85311.00,0
20,81,85306.00,0
20,80,85305.00,0
20,81,85304.00,0
20,80,85309.00,0
20,80,85307.00,0
20,80,85307.00,0
20,80,85303.00,0
21,79,85308.00,0
20,80,85307.00,0
20,80,85310.00,0
20,80,85309.00,0
20,80,85310.00,0
20,80,85310.00,0
20,80,85305.00,0
20,80,85307.00,0
20,81,85305.00,0
20,81,85310.00,0
20,81,85309.00,0
20,81,85313.00,0
20,81,85314.00,0
20,80,85312.00,0
20,80,85313.00,0
20,80,85316.00,0
20,81,85316.00,0
20,80,85307.00,0
20,80,85316.00,0
20,80,85313.00,0
20,80,85314.00,0
20,80,85319.00,0
20,80,85319.00,0
20,80,85318.00,0
20,81,85320.00,0
20,81,85322.00,0
20,81,85320.00,0
21,80,85324.00,0
20,80,85318.00,0
20,80,85322.00,0
20,80,85320.00,0
19,80,85324.00,0
20,80,85325.00,0
20,80,85322.00,0
20,80,85323.00,0
20,80,85324.00,0
20,80,85324.00,0
21,79,85333.00,0
20,80,85331.00,0
20,80,85330.00,0
20,80,85325.00,0
20,80,85330.00,0
20,80,85333.00,0
20,80,85330.00,0
20,80,85328.00,0
20,80,85329.00,0
20,80,85323.00,0
20,80,85326.00,0
20,80,85326.00,0
20,80,85328.00,0
20,80,85325.00,0
20,80,85329.00,0
20,80,85331.00,0
20,82,85326.00,0
20,80,85320.00,0
20,80,85326.00,0
20,80,85332.00,0
20,80,85321.00,0
20,80,85327.00,0
21,79,85325.00,0
20,80,85332.00,0
20,80,85323.00,0
20,80,85326.00,0
21,79,85323.00,0
20,80,85329.00,0
20,80,85321.00,0
20,80,85326.00,0
20,80,85327.00,0
20,80,85323.00,0
20,80,85328.00,0
20,80,85322.00,0
20,80,85325.00,0
20,80,85329.00,0
20,80,85328.00,0
20,80,85325.00,0
20,80,85323.00,0
20,80,85326.00,0
20,80,85323.00,0
20,80,85322.00,0
21,79,85325.00,0
20,79,85324.00,0
20,80,85326.00,0
20,80,85324.00,0
20,80,85324.00,0
20,80,85320.00,0
20,80,85318.00,0
20,80,85321.00,0
20,80,85319.00,0
20,80,85317.00,0
20,80,85323.00,0
20,80,85323.00,0
20,80,85322.00,0
20,80,85319.00,0
20,80,85325.00,0
20,80,85323.00,0
20,80,85323.00,0
20,80,85321.00,0
20,80,85317.00,0
20,80,85325.00,0
20,80,85315.00,0
20,80,85319.00,0
20,80,85326.00,0
20,80,85323.00,0
20,79,85322.00,0
21,78,85327.00,0
20,78,85326.00,0
20,78,85327.00,0
20,80,85327.00,0
20,80,85324.00,0
20,80,85324.00,0
20,80,85326.00,0
20,80,85321.00,0
21,79,85323.00,0
20,80,85320.00,0
20,80,85323.00,0
20,80,85319.00,0
21,79,85318.00,0
20,80,85321.00,0
20,80,85327.00,0
20,80,85323.00,0
20,79,85319.00,0
20,80,85329.00,0
20,78,85324.00,0
20,78,85321.00,0
20,78,85326.00,0
20,78,85323.00,0
20,78,85326.00,0
20,77,85319.00,0
20,78,85318.00,0
20,78,85317.00,0
20,78,85326.00,0
20,78,85321.00,0
20,78,85320.00,0
20,78,85322.00,0
20,78,85324.00,0
20,78,85317.00,0
20,80,85321.00,0
20,78,85320.00,0
20,80,85314.00,0
20,78,85312.00,0
20,78,85311.00,0
20,78,85321.00,0
20,79,85316.00,0
20,79,85315.00,0
20,80,85320.00,0
20,79,85324.00,0
20,79,85323.00,0
20,79,85325.00,0
20,80,85321.00,0
22,77,85322.00,0
20,78,85324.00,0
20,80,85326.00,0
20,79,85331.00,0
20,80,85326.00,0
20,80,85328.00,0
20,80,85324.00,0
20,80,85324.00,0
20,79,85332.00,0
20,79,85331.00,0
20,78,85327.00,0
20,78,85326.00,0
20,78,85330.00,0
20,77,85328.00,0
20,78,85324.00,0
20,78,85326.00,0
20,78,85329.00,0
20,78,85333.00,0
20,78,85333.00,0
20,77,85328.00,0
20,77,85323.00,0
20,77,85326.00,0
20,77,85323.00,0
20,77,85323.00,0
20,77,85330.00,0
20,77,85323.00,0
20,77,85325.00,0
20,77,85329.00,0
20,77,85329.00,0
20,77,85323.00,0
20,77,85326.00,0
20,77,85328.00,0
20,77,85327.00,0
21,76,85328.00,0
20,77,85328.00,0
20,77,85331.00,0
20,77,85331.00,0
21,76,85329.00,0
20,77,85328.00,0
20,76,85328.00,0
20,76,85329.00,0
20,76,85328.00,0
20,76,85327.00,0
20,76,85331.00,0
20,77,85328.00,0
20,77,85329.00,0
20,77,85327.00,0
20,77,85334.00,1
20,77,85329.00,1
20,77,85329.00,1
20,78,85335.00,1
20,77,85331.00,1
20,78,85327.00,1
20,77,85332.00,1
20,78,85335.00,1
21,77,85333.00,1
20,78,85336.00,1
20,78,85335.00,1
21,77,85340.00,1
20,79,85334.00,1
20,78,85334.00,1
20,77,85342.00,1
20,77,85342.00,1
20,77,85335.00,2
20,81,85337.00,2
21,76,85340.00,2
20,77,85339.00,2
20,77,85340.00,2
20,77,85335.00,2
20,77,85334.00,2
20,77,85335.00,2
20,77,85337.00,3
20,77,85335.00,3
20,77,85337.00,3
20,81,85340.00,3
20,78,85336.00,3
20,78,85331.00,3
20,78,85341.00,4
20,78,85334.00,4
20,78,85334.00,4
20,78,85334.00,4
20,78,85334.00,5
20,78,85338.00,5
21,77,85335.00,6
20,78,85332.00,6
20,78,85337.00,7
20,78,85337.00,7
20,78,85338.00,7
20,77,85334.00,8
20,78,85333.00,8
20,77,85334.00,9
20,77,85339.00,10
20,77,85339.00,10
20,78,85337.00,11
20,78,85338.00,12
20,78,85337.00,12
20,78,85337.00,13
20,78,85337.00,14
20,78,85343.00,15
20,78,85340.00,15
20,78,85338.00,16
20,78,85343.00,17
19,78,85337.00,18
20,78,85339.00,19
20,78,85345.00,20
20,78,85344.00,23
19,78,85343.00,24
20,78,85343.00,26
19,78,85345.00,27
20,78,85346.00,29
20,78,85344.00,30
20,78,85350.00,32
20,78,85349.00,33
20,78,85346.00,35
20,78,85346.00,37
20,78,85351.00,39
20,78,85345.00,41
20,79,85346.00,45
20,80,85341.00,47
20,78,85356.00,50
20,79,85347.00,53
20,79,85354.00,55
20,80,85352.00,58
20,80,85352.00,60
20,79,85351.00,62
20,80,85344.00,65
20,79,85354.00,67
20,78,85349.00,70
20,79,85348.00,74
20,78,85349.00,79
19,79,85350.00,85
20,78,85341.00,91
20,79,85353.00,98
20,78,85343.00,105
19,78,85345.00,112
20,78,85347.00,118
20,78,85347.00,125
19,78,85348.00,126
20,79,85344.00,127
19,78,85346.00,128
20,80,85352.00,128
20,80,85347.00,131
19,80,85346.00,133
19,80,85351.00,138
19,80,85347.00,144
19,80,85347.00,152
19,80,85342.00,161
19,80,85344.00,171
19,80,85346.00,179
19,80,85349.00,188
19,81,85346.00,203
19,81,85347.00,214
19,81,85344.00,218
20,81,85343.00,225
20,80,85340.00,230
20,81,85341.00,236
20,81,85341.00,242
19,81,85351.00,249
20,81,85350.00,253
20,81,85353.00,259
19,81,85349.00,264
19,81,85347.00,267
19,81,85349.00,274
19,81,85348.00,278
19,81,85353.00,283
19,81,85348.00,287
19,81,85346.00,290
19,81,85351.00,298
19,82,85345.00,300
20,81,85346.00,304
19,82,85353.00,310
19,82,85344.00,314
19,81,85354.00,316
20,82,85351.00,321
19,82,85351.00,323
19,82,85357.00,327
19,82,85348.00,330
19,82,85351.00,360
19,82,85349.00,360
19,82,85349.00,379
19,82,85349.00,394
20,82,85344.00,397
19,82,85348.00,417
20,81,85345.00,424
20,81,85352.00,431
19,81,85343.00,442
20,81,85348.00,454
19,81,85347.00,462
20,81,85343.00,475
19,81,85347.00,488
19,81,85350.00,502
19,81,85347.00,507
19,81,85346.00,521
19,82,85350.00,537
19,82,85347.00,553
20,82,85346.00,559
20,82,85348.00,571
19,81,85346.00,577
19,81,85342.00,589
20,81,85342.00,602
20,81,85353.00,602
20,81,85348.00,616
20,81,85349.00,629
19,81,85344.00,637
19,81,85346.00,644
19,81,85345.00,651
20,82,85343.00,651
20,82,85340.00,675
20,82,85342.00,675
19,82,85344.00,691
20,82,85343.00,691
19,82,85340.00,709
20,82,85341.00,718
19,82,85339.00,718
20,82,85336.00,727
20,82,85339.00,736
19,82,85340.00,746
20,82,85344.00,755
20,82,85345.00,776
19,82,85338.00,797
20,82,85342.00,786
20,82,85342.00,808
20,82,85342.00,808
19,82,85343.00,819
19,82,85340.00,831
20,82,85344.00,831
20,81,85342.00,843
20,82,85345.00,843
19,82,85346.00,855
20,82,85348.00,868
20,81,85345.00,881
20,81,85348.00,881
20,81,85346.00,894
20,81,85340.00,894
20,81,85342.00,908
19,81,85344.00,908
20,81,85344.00,937
20,81,85346.00,922
20,81,85348.00,952
20,81,85344.00,952
20,82,85343.00,952
19,82,85348.00,967
19,82,85338.00,967
19,82,85345.00,983
19,82,85341.00,983
19,82,85343.00,1000
19,82,85341.00,983
19,82,85343.00,1016
19,82,85343.00,1034
19,82,85344.00,1016
19,82,85338.00,1034
19,82,85342.00,1034
19,82,85346.00,1090
19,82,85340.00,1052
19,82,85339.00,1052
19,82,85343.00,1052
19,82,85342.00,1052
19,82,85344.00,1071
19,82,85340.00,1071
20,82,85346.00,1090
19,82,85345.00,1110
19,82,85341.00,1090
20,82,85336.00,1090
19,82,85340.00,1130
19,82,85341.00,1110
20,82,85340.00,1110
19,82,85344.00,1110
19,82,85327.00,1152
19,82,85343.00,1110
20,82,85342.00,1130
20,82,85338.00,1130
19,82,85341.00,1130
20,82,85340.00,1152
20,82,85336.00,1130
20,82,85338.00,1130
19,82,85335.00,1130
20,82,85344.00,1130
19,82,85335.00,1130
20,82,85343.00,1152
20,82,85337.00,1152
20,82,85338.00,1152
19,82,85338.00,1174
20,82,85343.00,1197
19,82,85340.00,1221
20,82,85337.00,1174
20,82,85342.00,1197
20,82,85341.00,1197
19,82,85338.00,1246
20,82,85337.00,1221
20,82,85339.00,1246
20,82,85343.00,1246
20,82,85341.00,1221
20,82,85342.00,1246
20,82,85344.00,1246
20,81,85342.00,1271
20,82,85344.00,1246
20,82,85341.00,1271
20,82,85341.00,1246
20,81,85345.00,1246
20,82,85346.00,1298
20,82,85351.00,1355
20,81,85351.00,1246
20,82,85355.00,1246
20,81,85348.00,1271
20,81,85354.00,1221
20,81,85347.00,1271
20,82,85343.00,1271
20,82,85348.00,1221
20,82,85348.00,1221
20,82,85352.00,1246
20,82,85348.00,1246
20,82,85350.00,1246
21,81,85349.00,1246
20,81,85345.00,1221
20,82,85340.00,1246
20,82,85345.00,1450
20,82,85346.00,1450
20,81,85346.00,1450
20,82,85342.00,1484
20,82,85347.00,1484
20,82,85340.00,1450
20,82,85335.00,1484
20,82,85344.00,1484
20,82,85346.00,1484
20,82,85339.00,1484
21,81,85338.00,1484
20,82,85339.00,1520
20,82,85346.00,1484
20,82,85347.00,1520
20,82,85344.00,1520
20,82,85347.00,1520
20,81,85341.00,1520
20,81,85341.00,1640
20,81,85343.00,1598
20,81,85345.00,1520
20,81,85341.00,1598
21,80,85343.00,1598
20,81,85348.00,1558
20,81,85350.00,1558
20,81,85347.00,1558
20,81,85347.00,1598
20,81,85349.00,1558
20,81,85350.00,1558
20,81,85349.00,1640
20,81,85351.00,1640
20,81,85355.00,1558
20,81,85352.00,1558
20,81,85362.00,1598
20,81,85350.00,1598
20,81,85352.00,1598
20,81,85354.00,1598
20,81,85351.00,1598
20,81,85355.00,1640
20,81,85360.00,1640
20,81,85353.00,1598
20,81,85358.00,1598
21,80,85361.00,1640
20,81,85362.00,1683
20,81,85362.00,1640
20,81,85363.00,1598
20,81,85365.00,1640
20,81,85359.00,1640
20,81,85367.00,1683
20,81,85365.00,1640
20,81,85363.00,1640
20,81,85365.00,1683
20,81,85362.00,1778
20,81,85343.00,1683
20,81,85369.00,1683
20,81,85368.00,1778
19,81,85365.00,1729
20,81,85369.00,1729
20,81,85373.00,1729
20,81,85371.00,1729
20,81,85374.00,1729
20,81,85367.00,1829
20,81,85371.00,1778
20,81,85372.00,1778
20,82,85374.00,1778
20,81,85369.00,1729
20,81,85370.00,1729
20,82,85370.00,1829
20,81,85369.00,1778
20,81,85375.00,1778
20,81,85379.00,1729
20,81,85375.00,1778
20,81,85374.00,1729
20,82,85378.00,1829
20,82,85373.00,1729
21,81,85377.00,1778
20,81,85378.00,1829
20,82,85371.00,1829
20,82,85380.00,1778
20,82,85379.00,1778
20,82,85373.00,1778
20,82,85381.00,1778
20,82,85391.00,1829
20,82,85392.00,1883
21,81,85389.00,1829
20,81,85391.00,1829
20,81,85385.00,1829
20,81,85389.00,1883
20,81,85388.00,1829
20,81,85393.00,1829
21,80,85395.00,1883
20,81,85390.00,1941
20,81,85389.00,1883
24,79,85395.00,1883
20,81,85391.00,1883
20,81,85394.00,1883
21,80,85398.00,1883
20,81,85395.00,1883
20,81,85395.00,1883
20,81,85393.00,1883
20,81,85396.00,1883
20,81,85394.00,1883
20,81,85391.00,1883
20,81,85395.00,1941
21,80,85389.00,1941
20,81,85392.00,1941
20,81,85393.00,1883
21,80,85394.00,1941
20,81,85396.00,1941
20,81,85399.00,1883
20,81,85394.00,1883
20,82,85393.00,1941
20,81,85390.00,1883
20,82,85394.00,1883
20,81,85395.00,1883
21,81,85403.00,1829
20,82,85399.00,1829
20,82,85397.00,1829
20,82,85399.00,1829
20,82,85400.00,1883
20,82,85398.00,1941
20,81,85400.00,1883
21,80,85398.00,1829
20,81,85396.00,1829
20,81,85398.00,1778
20,81,85400.00,1829
20,81,85395.00,1778
20,81,85396.00,1778
20,81,85396.00,1778
20,81,85401.00,1778
20,81,85398.00,1778
20,81,85391.00,1778
20,81,85393.00,1778
20,81,85394.00,1778
20,81,85392.00,1778
20,81,85395.00,1883
20,81,85397.00,1778
20,81,85390.00,1778
20,82,85396.00,1829
21,80,85394.00,1829
21,80,85391.00,1829
21,80,85400.00,1778
21,80,85395.00,1883
21,79,85397.00,1829
20,81,85393.00,1941
21,80,85393.00,1829
20,81,85389.00,1883
21,80,85398.00,1829
21,80,85393.00,1883
20,81,85395.00,1829
21,80,85400.00,1829
21,80,85393.00,1883
21,80,85401.00,1829
21,80,85400.00,1883
21,80,85402.00,1941
21,80,85403.00,1883
21,80,85401.00,1941
21,79,85398.00,1883
21,80,85403.00,1941
21,80,85401.00,2002
20,81,85400.00,1941
21,80,85397.00,1883
21,80,85398.00,1883
21,80,85396.00,1883
21,80,85396.00,1941
21,79,85400.00,1941
21,79,85396.00,1883
21,79,85400.00,1883
21,78,85396.00,1883
21,79,85400.00,1883
21,79,85402.00,1883
21,79,85400.00,1941
21,79,85400.00,2002
21,79,85393.00,2002
21,79,85402.00,1941
21,78,85399.00,1883
21,79,85398.00,1883
20,80,85399.00,1883
21,79,85399.00,1941
21,79,85404.00,1883
21,79,85405.00,1883
21,79,85403.00,1941
20,80,85399.00,1941
21,80,85405.00,2002
21,80,85400.00,2002
21,80,85405.00,1941
21,80,85401.00,1941
21,80,85407.00,1941
21,80,85406.00,1941
21,80,85403.00,1941
21,80,85403.00,2002
21,80,85407.00,2066
21,80,85404.00,1941
21,79,85407.00,1941
21,79,85407.00,2066
21,79,85405.00,1941
21,79,85407.00,2066
23,78,85411.00,2066
21,79,85404.00,2002
21,79,85405.00,2066
21,79,85410.00,2002
21,79,85405.00,2002
21,79,85412.00,2066
21,79,85412.00,2002
21,78,85410.00,2066
21,77,85411.00,2066
21,77,85410.00,2135
21,77,85412.00,2066
21,77,85415.00,2002
21,77,85415.00,2002
21,77,85418.00,2066
21,76,85416.00,2066
21,77,85415.00,2135
21,77,85415.00,2002
21,77,85412.00,2135
21,77,85418.00,2135
21,77,85422.00,2066
21,77,85418.00,2066
21,77,85418.00,2066
21,77,85419.00,2135
21,77,85423.00,2066
21,77,85420.00,2066
21,77,85420.00,2066
21,77,85420.00,2066
21,77,85415.00,2135
21,77,85413.00,2066
21,77,85421.00,2002
21,77,85416.00,2066
22,77,85421.00,2135
21,77,85416.00,2066
21,77,85420.00,2066
21,77,85417.00,2066
21,77,85413.00,2002
21,77,85418.00,2002
21,77,85421.00,2066
21,77,85416.00,2002
21,78,85415.00,2066
21,77,85420.00,2066
21,77,85426.00,2135
21,77,85430.00,2002
21,77,85427.00,2135
21,76,85423.00,2066
21,76,85427.00,2135
21,76,85425.00,2135
21,76,85422.00,2135
21,76,85424.00,2135
21,76,85428.00,2066
21,76,85423.00,2135
21,76,85419.00,2002
21,76,85429.00,2002
21,76,85423.00,2002
21,77,85430.00,2135
21,76,85426.00,2066
21,76,85427.00,2066
21,76,85428.00,2208
21,76,85428.00,2066
21,76,85425.00,1778
21,76,85430.00,2066
21,76,85432.00,2135
21,76,85429.00,2135
21,76,85427.00,2135
21,76,85428.00,2066
21,76,85428.00,2066
21,76,85425.00,2066
21,77,85428.00,2066
21,77,85429.00,2208
21,76,85430.00,2066
21,77,85427.00,2066
21,77,85430.00,2066
21,77,85426.00,2135
21,77,85434.00,2066
21,77,85431.00,2066
21,77,85426.00,2066
21,77,85429.00,2066
21,76,85431.00,2066
21,76,85433.00,2002
21,76,85433.00,2066
21,75,85433.00,2002
21,75,85438.00,2066
21,75,85438.00,1941
22,76,85438.00,2002
21,75,85429.00,2066
21,76,85435.00,2066
21,75,85430.00,2066
21,75,85434.00,2002
21,75,85429.00,2066
21,75,85436.00,2066
21,75,85440.00,2066
21,76,85437.00,2066
21,76,85434.00,2066
21,76,85440.00,2066
21,76,85437.00,2002
21,76,85434.00,1941
21,76,85440.00,2002
21,76,85436.00,1941
24,75,85433.00,1883
21,76,85435.00,1829
21,76,85432.00,1683
21,76,85430.00,1683
21,76,85430.00,1729
21,76,85436.00,1598
21,76,85432.00,1640
21,76,85432.00,1640
21,76,85436.00,1598
21,76,85438.00,1558
21,76,85437.00,1246
21,76,85439.00,1298
21,76,85435.00,1298
21,76,85434.00,1326
21,76,85432.00,1385
21,76,85437.00,1326
21,76,85435.00,1941
21,76,85434.00,2135
21,75,85434.00,1883
21,75,85440.00,1941
21,74,85445.00,2002
21,74,85435.00,2135
21,74,85434.00,2066
21,74,85435.00,2135
21,74,85430.00,2208
21,74,85434.00,2135
21,74,85438.00,2287
21,74,85433.00,2287
21,74,85438.00,2371
21,74,85434.00,2287
21,74,85437.00,2287
21,74,85441.00,2287
21,75,85437.00,2371
21,74,85438.00,2371
21,74,85442.00,2287
21,74,85438.00,2287
21,74,85452.00,2461
21,74,85446.00,2371
22,75,85448.00,2461
21,75,85451.00,2371
21,75,85446.00,2461
21,74,85442.00,2371
21,74,85452.00,2371
21,74,85451.00,2461
21,74,85446.00,2371
21,74,85451.00,2371
22,74,85447.00,2558
21,74,85445.00,2461
21,74,85446.00,2558
21,74,85442.00,2461
21,74,85448.00,2461
21,74,85440.00,2461
21,74,85448.00,2558
21,74,85449.00,2558
21,74,85446.00,2664
21,74,85447.00,2664
21,74,85449.00,2558
22,74,85444.00,2664
21,74,85443.00,2664
