@relation weather
@attribute temperature real
@attribute humidity real
@attribute pressure real
@attribute luminosity real
@data
29,57,85214.00,1941
29,58,85222.00,2002
29,57,85223.00,1883
29,58,85226.00,1883
29,58,85235.00,1778
29,58,85234.00,1778
29,58,85242.00,1683
29,58,85237.00,1683
29,58,85242.00,1558
29,58,85249.00,1520
29,58,85247.00,1450
22,93,85268.00,967
22,93,85264.00,967
21,93,85261.00,1000
21,93,85264.00,1016
21,93,85269.00,1034
21,93,85264.00,1034
21,93,85258.00,1071
21,93,85263.00,1152
21,93,85260.00,1016
21,93,85260.00,1034
21,93,85258.00,1090
21,93,85253.00,1110
21,93,85251.00,1090
21,93,85263.00,1110
21,93,85258.00,1090
21,93,85253.00,1071
21,93,85258.00,952
21,94,85254.00,952
21,94,85250.00,937
21,94,85256.00,922
21,94,85252.00,908
21,94,85259.00,908
21,94,85251.00,894
21,94,85250.00,868
21,94,85250.00,868
21,94,85251.00,855
21,94,85250.00,855
21,94,85255.00,819
21,94,85257.00,786
21,94,85257.00,755
21,94,85258.00,746
21,94,85254.00,727
21,94,85251.00,709
21,94,85251.00,700
21,94,85250.00,691
21,94,85256.00,675
21,94,85253.00,675
21,94,85252.00,675
21,94,85255.00,675
21,94,85257.00,700
21,94,85253.00,691
21,94,85256.00,709
21,94,85260.00,727
21,94,85256.00,765
22,94,85255.00,622
21,94,85252.00,755
21,94,85251.00,521
21,94,85255.00,691
21,94,85255.00,659
21,94,85260.00,431
21,94,85256.00,559
21,94,85253.00,420
21,94,85255.00,583
21,94,85260.00,488
21,94,85256.00,629
21,94,85254.00,109
21,94,85262.00,417
21,94,85259.00,542
21,94,85257.00,577
21,94,85256.00,571
21,94,85254.00,532
21,94,85251.00,310
21,94,85260.00,542
21,94,85261.00,548
21,94,85261.00,548
21,94,85256.00,542
21,94,85259.00,542
21,94,85255.00,542
21,94,85256.00,542
21,94,85255.00,548
21,94,85257.00,537
21,94,85258.00,537
22,93,85258.00,2461
22,93,85250.00,2371
22,93,85256.00,2371
22,93,85257.00,2002
22,93,85255.00,2135
22,93,85253.00,2135
22,93,85262.00,2208
22,93,85260.00,2002
22,93,85261.00,2066
22,93,85259.00,2066
22,93,85264.00,2135
22,93,85266.00,2135
22,93,85259.00,2135
22,93,85259.00,2461
22,93,85269.00,2208
22,93,85261.00,2287
22,93,85261.00,2371
22,93,85261.00,2461
22,93,85258.00,2371
22,93,85262.00,2558
22,93,85258.00,2664
22,93,85255.00,2777
22,93,85264.00,2664
22,93,85260.00,2777
22,93,85253.00,2777
22,93,85259.00,2777
22,93,85255.00,2901
22,93,85258.00,2777
23,92,85250.00,2901
23,92,85250.00,2901
23,92,85253.00,2901
23,92,85250.00,2901
23,92,85249.00,2777
23,92,85248.00,2901
23,92,85246.00,2777
23,92,85251.00,2901
23,92,85250.00,2777
23,92,85248.00,2901
23,92,85245.00,2901
23,90,85247.00,2777
23,90,85243.00,2777
23,90,85244.00,2777
23,90,85247.00,2777
23,90,85240.00,2777
22,91,85234.00,2901
22,91,85237.00,2777
23,90,85236.00,2777
23,90,85234.00,2901
22,91,85243.00,2777
23,90,85237.00,2777
23,90,85233.00,2777
23,90,85233.00,2777
23,90,85231.00,2777
23,90,85232.00,3346
23,90,85231.00,2901
22,91,85230.00,2777
23,90,85230.00,2777
23,90,85228.00,2901
23,90,85225.00,2901
23,90,85222.00,2777
23,90,85228.00,3036
23,90,85227.00,2777
23,90,85226.00,2901
23,90,85224.00,2777
23,90,85225.00,2901
22,91,85224.00,2901
24,90,85228.00,2901
22,91,85224.00,2901
23,90,85224.00,2901
23,90,85221.00,2901
23,90,85231.00,2777
23,90,85227.00,2901
22,91,85227.00,3036
23,90,85228.00,2901
23,90,85224.00,2777
23,90,85227.00,3036
23,90,85223.00,2901
23,90,85229.00,2664
23,89,85232.00,2901
23,89,85227.00,2901
23,89,85228.00,2901
23,89,85228.00,2901
23,89,85227.00,3184
23,89,85230.00,2901
23,89,85231.00,2777
23,89,85234.00,2901
23,89,85227.00,3036
23,90,85235.00,3036
23,90,85230.00,2777
23,90,85231.00,2901
23,90,85233.00,2777
23,89,85230.00,2777
23,89,85233.00,2777
23,90,85233.00,2777
23,89,85235.00,2777
23,89,85235.00,2777
23,89,85239.00,2777
23,89,85241.00,2664
23,89,85232.00,2777
23,89,85240.00,2664
23,89,85243.00,2664
23,89,85237.00,2777
23,89,85234.00,2664
23,89,85232.00,2664
23,89,85224.00,2777
23,89,85227.00,2777
23,89,85230.00,2461
24,89,85233.00,2664
24,89,85234.00,2664
24,89,85231.00,2664
24,89,85232.00,2558
24,89,85231.00,2664
24,89,85233.00,2664
24,89,85234.00,2461
24,89,85227.00,2461
24,89,85232.00,2461
24,89,85230.00,2461
23,89,85236.00,2558
24,89,85230.00,2461
24,87,85235.00,2558
23,87,85227.00,2461
24,87,85228.00,2558
24,89,85236.00,2461
24,89,85231.00,2371
24,89,85229.00,2461
24,87,85227.00,2371
24,87,85229.00,2461
23,87,85225.00,2371
23,87,85223.00,2371
23,87,85228.00,2371
24,87,85229.00,2461
22,88,85224.00,2371
24,87,85231.00,2287
24,87,85219.00,2287
24,87,85227.00,2287
23,87,85221.00,2371
23,87,85220.00,2371
24,87,85221.00,2371
23,87,85219.00,2371
23,87,85220.00,2461
24,87,85219.00,2287
23,87,85214.00,2208
23,87,85216.00,2287
24,87,85215.00,2371
23,87,85213.00,2208
24,87,85215.00,2371
24,87,85215.00,2208
24,87,85215.00,2371
24,87,85214.00,2287
24,87,85212.00,2208
24,87,85215.00,2208
24,87,85212.00,2208
24,87,85212.00,2208
24,87,85215.00,2287
23,87,85208.00,2135
25,87,85210.00,2208
24,84,85214.00,2135
24,84,85205.00,2208
24,84,85211.00,2208
24,84,85212.00,2135
23,84,85211.00,2208
24,84,85208.00,2208
23,84,85212.00,2208
23,84,85214.00,2208
23,84,85209.00,2135
23,84,85202.00,2066
23,84,85205.00,2066
23,84,85205.00,2135
24,84,85209.00,2135
23,84,85209.00,2066
23,87,85209.00,2066
24,87,85213.00,2135
23,87,85208.00,2066
24,87,85213.00,2066
24,87,85204.00,2066
24,84,85210.00,2066
24,87,85210.00,2066
23,87,85214.00,2135
23,86,85212.00,2135
23,84,85210.00,2066
23,84,85204.00,2135
23,86,85212.00,2002
23,84,85209.00,2002
23,84,85212.00,2135
24,87,85218.00,2066
23,87,85212.00,2066
24,87,85210.00,2135
24,87,85205.00,2002
24,87,85211.00,2135
23,87,85202.00,2066
24,87,85210.00,2066
24,87,85204.00,2066
24,87,85205.00,2066
23,87,85208.00,2066
23,87,85212.00,2002
24,87,85208.00,2066
24,87,85199.00,2002
24,87,85203.00,2002
24,87,85203.00,2002
24,84,85203.00,2066
24,84,85205.00,2002
24,84,85210.00,2066
23,84,85214.00,2002
24,84,85205.00,2066
24,84,85212.00,2002
23,84,85204.00,2135
24,84,85214.00,2002
23,84,85201.00,2066
24,83,85210.00,2066
23,83,85203.00,2066
24,84,85209.00,2066
24,84,85205.00,2066
23,84,85201.00,2066
24,83,85212.00,2002
23,83,85202.00,2066
23,83,85209.00,2066
23,83,85200.00,2066
23,83,85205.00,2066
23,83,85203.00,2066
23,83,85203.00,2066
23,83,85202.00,2066
23,83,85200.00,2135
23,83,85201.00,2135
24,83,85203.00,2135
23,83,85205.00,2135
23,84,85205.00,2002
22,84,85322.00,6
23,82,85328.00,6
24,81,85328.00,10
24,80,85324.00,11
24,78,85324.00,9
24,79,85329.00,9
24,78,85325.00,9
24,78,85328.00,9
24,79,85331.00,8
23,79,85323.00,8
23,78,85325.00,9
0,0,85329.00,8
23,78,85330.00,9
23,79,85325.00,9
23,79,85322.00,9
23,79,85330.00,9
23,79,85324.00,9
23,80,85329.00,9
23,80,85328.00,9
23,80,85331.00,247
23,80,85325.00,9
23,81,85336.00,9
23,80,85332.00,8
23,80,85330.00,8
23,80,85337.00,8
22,81,85335.00,8
23,81,85335.00,8
24,80,85346.00,20
23,81,85339.00,22
23,80,85337.00,23
23,80,85345.00,23
23,80,85341.00,23
24,80,85339.00,24
23,80,85343.00,24
23,81,85339.00,24
24,80,85341.00,24
23,81,85341.00,24
23,81,85343.00,24
23,81,85340.00,24
23,81,85343.00,24
23,81,85339.00,24
23,81,85245.00,24
23,79,85347.00,24
23,81,85346.00,24
23,81,85348.00,24
23,81,85346.00,24
23,80,85347.00,24
23,80,85351.00,24
23,80,85353.00,23
23,81,85350.00,24
23,81,85345.00,23
23,80,85354.00,23
23,80,85356.00,23
23,80,85352.00,23
23,80,85352.00,23
23,80,85354.00,23
22,81,85359.00,23
22,80,85356.00,23
22,81,85355.00,23
22,81,85354.00,23
22,81,85355.00,23
22,81,85354.00,23
22,81,85356.00,23
22,81,85355.00,23
22,81,85358.00,23
22,81,85353.00,23
22,81,85362.00,23
22,81,85359.00,23
22,81,85359.00,21
22,81,85367.00,21
17,80,85360.00,21
22,82,85364.00,21
22,82,85365.00,21
22,82,85365.00,21
22,82,85366.00,21
22,82,85367.00,21
0,0,85487.00,4
0,0,85490.00,4
0,0,85496.00,9
0,0,85496.00,3
0,0,85494.00,3
0,0,85494.00,3
0,0,85494.00,3
0,0,85489.00,3
0,0,85487.00,3
0,0,85485.00,3
22,91,85484.00,1
22,85,85490.00,2
22,85,85485.00,3
22,84,85489.00,3
22,84,85488.00,3
29,67,85329.00,23
29,67,85323.00,38
29,67,85322.00,36
29,66,85326.00,36
29,65,85324.00,29
29,65,85319.00,29
29,64,85320.00,29
29,63,85324.00,29
29,63,85326.00,29
29,63,85323.00,29
29,63,85325.00,78
29,63,85329.00,92
29,64,85325.00,120
29,65,85326.00,51
28,66,85327.00,14
29,65,85333.00,12
29,65,85333.00,42
29,65,85337.00,43
29,65,85331.00,39
29,65,85333.00,26
29,66,85331.00,31
30,66,85333.00,81
29,66,85335.00,26
29,67,85333.00,60
29,67,85337.00,21
29,66,85287.00,24
29,66,85343.00,59
30,66,85342.00,33
30,66,85335.00,99
30,66,85349.00,99
30,66,85344.00,73
30,65,85341.00,63
30,66,85349.00,68
30,66,85355.00,28
30,66,85354.00,28
0,0,85358.00,26
0,0,85361.00,25
0,0,85359.00,34
30,67,85360.00,31
31,65,85364.00,20
31,67,85360.00,35
31,64,85363.00,35
31,62,85359.00,35
31,62,85358.00,35
31,61,85361.00,35
31,60,85361.00,37
30,62,85364.00,38
30,62,85363.00,38
30,61,85359.00,38
30,61,85362.00,38
30,61,85361.00,38
30,61,85366.00,10
30,62,85364.00,11
30,61,85363.00,10
30,61,85369.00,8
30,61,85373.00,14
30,63,85360.00,15
30,64,85366.00,19
30,65,85372.00,26
30,65,85364.00,27
30,65,85367.00,18
30,65,85367.00,9
30,65,85361.00,10
30,64,85370.00,10
30,64,85373.00,7
30,66,85372.00,9
31,64,85374.00,10
0,0,85369.00,10
0,0,85369.00,9
0,0,85371.00,8
31,65,85368.00,33
31,67,85370.00,7
31,65,85377.00,6
32,62,85368.00,70
32,61,85365.00,70
32,61,85376.00,66
32,61,85373.00,59
32,61,85374.00,64
32,60,85374.00,65
27,65,85396.00,9
26,66,85404.00,9
26,65,85401.00,9
26,65,85401.00,9
26,66,85397.00,9
26,66,85403.00,9
26,66,85402.00,9
25,67,85400.00,9
25,67,85399.00,9
25,68,85399.00,9
24,69,85402.00,1
24,69,85407.00,1
24,69,85398.00,1
24,69,85404.00,1
24,69,85399.00,1
24,69,85403.00,1
24,69,85402.00,1
24,69,85402.00,1
24,69,85399.00,1
24,69,85402.00,1
24,70,85402.00,1
24,70,85409.00,1
24,70,85410.00,1
24,70,85373.00,1
24,70,85410.00,1
24,71,85405.00,1
24,71,85407.00,1
23,71,85406.00,1
23,71,85411.00,1
23,71,85416.00,1
23,72,85411.00,1
23,72,85410.00,1
23,72,85410.00,1
23,73,85417.00,1
23,73,85422.00,1
21,82,85436.00,0
21,82,85439.00,0
21,82,85443.00,0
21,82,85440.00,0
21,83,85440.00,0
21,83,85440.00,0
21,83,85439.00,0
21,84,85447.00,0
22,84,85444.00,0
21,84,85445.00,0
21,84,85440.00,0
21,84,85444.00,0
21,83,85449.00,0
21,83,85442.00,0
21,83,85450.00,1
21,83,85451.00,1
21,83,85456.00,1
21,83,85453.00,0
21,83,85450.00,1
21,83,85459.00,0
21,82,85468.00,0
21,83,85465.00,1
21,83,85467.00,1
21,83,85468.00,1
21,83,85469.00,1
21,83,85466.00,1
21,83,85470.00,1
21,83,85467.00,1
21,84,85469.00,1
21,84,85469.00,1
21,84,85475.00,1
21,84,85473.00,1
21,84,85471.00,1
21,84,85471.00,1
21,83,85472.00,1
21,83,85476.00,1
21,84,85475.00,1
21,84,85481.00,1
21,84,85478.00,1
21,84,85482.00,1
21,84,85481.00,1
22,84,85478.00,1
21,84,85479.00,0
21,83,85489.00,1
21,83,85483.00,1
21,84,85482.00,0
21,84,85482.00,1
21,84,85487.00,0
21,84,85479.00,0
21,84,85483.00,0
22,84,85483.00,1
21,84,85480.00,1
21,84,85482.00,0
21,84,85485.00,0
21,84,85481.00,1
21,84,85485.00,1
21,84,85482.00,0
21,84,85481.00,0
21,84,85482.00,1
21,84,85482.00,0
21,84,85483.00,0
23,83,85481.00,1
21,84,85480.00,0
21,84,85478.00,0
21,84,85478.00,1
21,84,85489.00,0
21,84,85470.00,0
21,84,85477.00,0
21,84,85474.00,1
21,84,85478.00,0
21,84,85481.00,1
21,84,85480.00,1
21,84,85482.00,1
21,84,85481.00,1
21,84,85484.00,1
21,84,85479.00,1
22,84,85484.00,1
21,84,85481.00,1
21,84,85484.00,1
21,85,85483.00,1
21,85,85483.00,1
21,85,85487.00,1
21,85,85480.00,1
21,85,85478.00,1
21,85,85486.00,1
21,85,85477.00,1
21,85,85480.00,1
21,85,85477.00,1
21,85,85477.00,1
21,85,85480.00,1
21,85,85478.00,1
21,85,85476.00,1
21,85,85478.00,1
21,85,85476.00,1
21,85,85472.00,1
21,85,85471.00,1
21,85,85470.00,1
21,85,85468.00,1
21,85,85468.00,0
21,85,85471.00,0
21,85,85469.00,0
21,85,85467.00,0
21,85,85465.00,1
21,85,85464.00,0
21,85,85460.00,0
21,85,85468.00,0
21,85,85470.00,0
21,85,85470.00,0
21,85,85469.00,0
21,85,85473.00,0
21,85,85477.00,0
21,85,85471.00,0
22,85,85399.00,0
21,88,85470.00,0
21,85,85471.00,0
21,85,85469.00,0
21,85,85467.00,0
21,85,85465.00,0
21,85,85469.00,0
21,85,85470.00,0
21,85,85401.00,0
21,84,85473.00,0
21,85,85474.00,0
21,85,85476.00,0
21,85,85473.00,0
21,85,85477.00,0
21,85,85474.00,0
21,85,85473.00,0
21,85,85473.00,0
21,85,85476.00,0
21,85,85478.00,0
21,85,85475.00,0
21,85,85480.00,0
21,85,85479.00,0
22,85,85479.00,1
21,85,85481.00,0
21,85,85481.00,0
21,85,85478.00,0
21,85,85482.00,0
21,85,85483.00,1
21,85,85489.00,1
21,85,85491.00,1
21,85,85485.00,1
21,85,85490.00,1
21,85,85490.00,0
21,85,85494.00,1
21,85,85496.00,0
21,85,85494.00,1
21,85,85491.00,1
21,85,85449.00,0
21,86,85509.00,0
21,85,85498.00,1
21,87,85499.00,0
21,88,85502.00,0
21,88,85497.00,1
21,88,85504.00,1
21,88,85497.00,1
21,88,85499.00,1
21,88,85500.00,1
21,88,85501.00,1
21,88,85497.00,0
21,88,85506.00,1
21,88,85500.00,1
21,88,85506.00,1
21,88,85513.00,1
21,88,85514.00,1
21,88,85504.00,1
21,88,85506.00,1
21,88,85501.00,1
21,88,85510.00,1
21,88,85507.00,1
21,88,85510.00,1
21,88,85510.00,1
21,88,85516.00,1
21,88,85511.00,1
21,88,85514.00,1
21,88,85509.00,1
21,88,85511.00,1
21,88,85517.00,1
21,88,85507.00,1
21,88,85514.00,1
21,88,85507.00,1
21,88,85514.00,1
21,88,85515.00,1
21,88,85510.00,1
21,88,85507.00,1
21,88,85510.00,1
21,88,85515.00,1
21,88,85513.00,1
21,88,85512.00,1
21,90,85507.00,1
21,90,85510.00,1
21,90,85507.00,1
21,88,85512.00,1
21,88,85513.00,1
21,88,85502.00,1
21,88,85506.00,1
21,88,85508.00,1
21,88,85510.00,1
21,88,85509.00,1
21,88,85510.00,1
21,88,85504.00,1
21,88,85507.00,1
21,88,85509.00,0
21,88,85505.00,0
21,88,85506.00,1
21,88,85505.00,1
21,88,85502.00,0
21,88,85504.00,0
21,88,85514.00,0
21,88,85517.00,0
21,88,85512.00,0
21,88,85513.00,0
21,88,85511.00,0
21,88,85513.00,0
21,88,85513.00,0
21,88,85519.00,0
21,88,85514.00,0
21,88,85512.00,0
21,88,85514.00,0
21,88,85517.00,0
21,88,85511.00,0
21,88,85517.00,0
21,88,85513.00,0
21,88,85516.00,0
21,88,85516.00,0
21,88,85520.00,0
21,88,85514.00,0
21,88,85515.00,0
21,88,85518.00,0
21,88,85514.00,1
21,88,85516.00,0
21,88,85519.00,0
21,88,85524.00,0
21,88,85518.00,1
21,88,85512.00,1
21,88,85514.00,0
21,88,85507.00,1
21,88,85514.00,0
21,88,85514.00,1
21,88,85513.00,0
21,88,85510.00,0
21,88,85515.00,0
21,88,85517.00,1
21,88,85515.00,1
21,88,85508.00,0
21,88,85508.00,0
21,88,85514.00,0
21,88,85510.00,1
21,88,85511.00,0
21,88,85510.00,0
21,88,85510.00,0
21,88,85519.00,0
21,88,85513.00,1
21,88,85514.00,0
21,88,85511.00,0
21,88,85514.00,0
21,88,85515.00,0
21,88,85511.00,1
21,88,85512.00,1
21,88,85513.00,1
21,88,85512.00,1
21,88,85513.00,1
21,88,85519.00,1
21,88,85515.00,1
21,88,85511.00,1
21,88,85517.00,1
21,90,85527.00,1
21,88,85528.00,1
21,90,85524.00,1
21,90,85529.00,1
21,90,85527.00,1
21,90,85523.00,1
21,90,85528.00,1
21,90,85529.00,1
21,90,85529.00,1
21,90,85531.00,1
21,90,85524.00,1
21,90,85528.00,1
21,90,85525.00,1
21,90,85530.00,1
21,90,85527.00,1
21,90,85527.00,1
21,90,85531.00,1
21,90,85526.00,1
21,90,85532.00,1
21,90,85530.00,1
21,90,85525.00,1
21,90,85535.00,1
21,90,85532.00,1
21,90,85536.00,1
21,90,85534.00,1
21,90,85537.00,1
21,90,85534.00,1
21,90,85530.00,1
21,90,85537.00,1
22,90,85536.00,1
21,90,85540.00,1
21,90,85541.00,1
21,90,85533.00,1
21,90,85537.00,1
21,90,85534.00,1
21,90,85531.00,1
21,90,85534.00,1
21,90,85535.00,1
21,90,85533.00,1
21,90,85526.00,1
21,90,85533.00,1
21,90,85529.00,1
21,90,85529.00,1
21,90,85531.00,1
21,90,85528.00,1
21,90,85528.00,1
22,90,85534.00,1
21,90,85529.00,1
21,90,85535.00,1
21,90,85532.00,1
21,90,85535.00,1
21,90,85535.00,1
22,90,85533.00,1
22,90,85531.00,1
22,90,85533.00,1
22,90,85538.00,1
19,86,85535.00,1
22,88,85533.00,1
21,88,85534.00,1
21,88,85540.00,1
21,88,85535.00,1
22,90,85533.00,1
21,90,85538.00,1
22,90,85538.00,1
22,90,85534.00,1
22,90,85534.00,1
21,88,85538.00,1
21,88,85536.00,1
22,90,85538.00,1
21,90,85541.00,1
22,90,85542.00,1
21,90,85540.00,1
21,88,85540.00,1
21,88,85540.00,1
22,90,85536.00,1
21,90,85538.00,1
22,90,85537.00,1
21,88,85534.00,1
21,90,85541.00,1
21,90,85561.00,2
21,90,85556.00,2
21,90,85560.00,2
21,90,85558.00,2
21,90,85557.00,2
21,90,85560.00,2
21,90,85561.00,2
26,88,85562.00,2
21,90,85561.00,2
21,90,85561.00,1
21,90,85558.00,1
21,90,85563.00,1
21,90,85565.00,1
24,89,85561.00,1
21,90,85559.00,1
21,90,85491.00,1
21,88,85555.00,1
21,90,85565.00,1
22,90,85561.00,1
21,90,85561.00,1
21,90,85557.00,1
21,90,85562.00,1
21,90,85553.00,1

