@relation weather
@attribute temperature real
@attribute humidity real
@attribute pressure real
@attribute luminosity real
@data
27,61,85325.00,3184
28,61,85323.00,3184
27,61,85324.00,3036
28,61,85326.00,3184
27,62,85324.00,3036
28,61,85323.00,3184
28,61,85319.00,3036
28,61,85324.00,3184
28,61,85264.00,3036
28,61,85321.00,3184
28,61,85322.00,3036
28,60,85326.00,3184
28,60,85324.00,2901
28,60,85322.00,2901
28,60,85319.00,2901
28,61,85319.00,3036
28,60,85326.00,2901
28,60,85323.00,3036
28,61,85329.00,3036
28,61,85324.00,2901
28,61,85317.00,2901
28,61,85316.00,3036
27,60,85330.00,2901
28,60,85320.00,3036
28,60,85316.00,2901
28,60,85313.00,2901
28,61,85314.00,2901
28,60,85308.00,2901
28,61,85317.00,2901
28,61,85312.00,2901
28,60,85312.00,3036
28,60,85311.00,3036
28,60,85312.00,3036
27,60,85312.00,2901
28,60,85308.00,2901
28,61,85308.00,2901
28,60,85304.00,2901
28,60,85305.00,2901
28,60,85308.00,3346
28,60,85314.00,2901
28,60,85308.00,2901
28,60,85308.00,2901
27,61,85309.00,2901
28,61,85300.00,2901
31,60,85302.00,2901
28,62,85309.00,2901
28,61,85306.00,3184
28,61,85305.00,3036
28,61,85301.00,3036
28,61,85300.00,3036
28,61,85305.00,3036
28,60,85303.00,3184
28,60,85297.00,3036
28,61,85303.00,3036
28,61,85301.00,3346
28,62,85300.00,3184
28,62,85298.00,3346
28,61,85302.00,3184
28,62,85300.00,3184
28,61,85305.00,3346
28,61,85303.00,3036
28,62,85302.00,3036
28,62,85305.00,3036
28,62,85304.00,3184
28,62,85301.00,3036
28,61,85301.00,3036
28,62,85302.00,3184
28,62,85296.00,3036
28,62,85296.00,3184
29,61,85300.00,3036
29,61,85308.00,3184
29,61,85296.00,3036
29,61,85300.00,3184
29,60,85300.00,2777
29,59,85301.00,3036
29,59,85296.00,3184
29,60,85296.00,3184
29,59,85292.00,3036
29,60,85291.00,3184
29,60,85291.00,3036
29,59,85293.00,3036
29,59,85295.00,3036
29,59,85291.00,3036
29,59,85289.00,3346
29,59,85290.00,3036
29,58,85291.00,3036
29,58,85288.00,3036
32,58,85289.00,3036
28,59,85289.00,3036
28,59,85286.00,3184
28,60,85288.00,3184
28,59,85290.00,3184
28,59,85283.00,3184
28,59,85287.00,3346
28,59,85283.00,3184
28,59,85287.00,3184
28,59,85282.00,3346
28,60,85281.00,3184
28,60,85285.00,3346
28,59,85287.00,3184
28,59,85283.00,3346
28,59,85285.00,3184
28,59,85281.00,3184
28,60,85277.00,3526
28,60,85282.00,3346
28,60,85290.00,3184
28,60,85288.00,3184
28,59,85280.00,3526
28,60,85272.00,3526
29,59,85278.00,3346
32,58,85279.00,3346
28,59,85280.00,3184
28,59,85279.00,3184
28,60,85276.00,3346
28,59,85277.00,3725
28,60,85272.00,3725
28,60,85279.00,3725
28,59,85274.00,3526
28,59,85268.00,3725
28,60,85274.00,3526
28,59,85276.00,3725
28,59,85271.00,4484
28,59,85268.00,3725
28,59,85267.00,3949
28,59,85270.00,3949
29,58,85270.00,3526
28,59,85266.00,3725
28,59,85268.00,3725
28,60,85268.00,3725
28,60,85272.00,3725
28,60,85268.00,3725
28,60,85270.00,3949
28,60,85265.00,3725
29,59,85270.00,3949
29,59,85267.00,3526
29,60,85269.00,3949
29,59,85270.00,4809
29,59,85269.00,3725
29,59,85268.00,3725
29,59,85268.00,3725
29,59,85265.00,3949
29,59,85269.00,3949
29,59,85272.00,3725
29,58,85260.00,4200
28,59,85264.00,3949
29,58,85261.00,4200
29,58,85263.00,4200
29,58,85259.00,4200
29,58,85260.00,4200
29,60,85262.00,4200
29,58,85262.00,4200
29,58,85261.00,4200
29,58,85258.00,4200
29,58,85260.00,4200
29,59,85262.00,4200
29,59,85255.00,4484
29,58,85254.00,4200
29,58,85259.00,4484
29,58,85258.00,4484
29,58,85257.00,4484
29,58,85253.00,4200
29,58,85251.00,3949
29,58,85247.00,4484
29,58,85259.00,4484
29,58,85253.00,4200
30,58,85254.00,4484
29,58,85249.00,4484
29,59,85249.00,4484
29,58,85249.00,4200
29,58,85248.00,4200
30,58,85254.00,3949
30,58,85255.00,4484
29,58,85247.00,3949
29,58,85246.00,4200
29,58,85242.00,3725
30,58,85245.00,3526
29,58,85239.00,3949
29,58,85247.00,3725
29,58,85243.00,3526
30,57,85249.00,3526
30,58,85245.00,3526
30,58,85246.00,3725
29,58,85242.00,3526
28,58,85242.00,3526
29,58,85241.00,3526
29,58,85237.00,3526
29,58,85241.00,3949
29,58,85245.00,3725
29,58,85238.00,3949
29,57,85234.00,3725
29,58,85235.00,3725
29,58,85236.00,3725
29,58,85236.00,3725
29,58,85234.00,3949
29,58,85238.00,4200
29,59,85236.00,4200
29,59,85239.00,4200
30,59,85230.00,3949
29,58,85234.00,3949
29,58,85236.00,4200
29,59,85237.00,3949
29,59,85234.00,4200
29,59,85231.00,3949
29,59,85230.00,3949
29,58,85234.00,4200
29,58,85235.00,4200
29,58,85234.00,4200
30,58,85230.00,4484
30,59,85218.00,4200
29,58,85229.00,4200
29,58,85234.00,3949
29,58,85230.00,3949
29,58,85233.00,3949
29,58,85234.00,3725
29,58,85227.00,3725
29,58,85230.00,3526
29,58,85223.00,3526
29,58,85228.00,3725
29,58,85228.00,3526
29,59,85226.00,3725
29,59,85227.00,3949
29,59,85228.00,3526
26,56,85223.00,3184
29,58,85223.00,3346
29,58,85222.00,3184
29,58,85224.00,3184
29,58,85223.00,3036
28,60,85220.00,2901
29,58,85227.00,2901
29,58,85225.00,2901
28,59,85222.00,2777
29,59,85217.00,2901
28,60,85220.00,2901
29,59,85218.00,2777
23,59,85219.00,2901
28,59,85219.00,2777
32,57,85219.00,2901
28,61,85216.00,2777
28,60,85218.00,2901
28,59,85215.00,2901
28,59,85217.00,2777
28,59,85215.00,3036
28,59,85215.00,2901
28,59,85221.00,2901
28,59,85218.00,2901
28,59,85218.00,3036
28,59,85214.00,3184
28,59,85224.00,3184
28,59,85220.00,3036
28,59,85216.00,3346
28,60,85218.00,3346
28,59,85220.00,3184
28,60,85215.00,3346
28,60,85213.00,3184
28,59,85214.00,3184
28,60,85217.00,3036
28,60,85213.00,2664
28,60,85218.00,3346
28,60,85213.00,3036
28,60,85219.00,3036
28,60,85217.00,3036
28,60,85212.00,3036
28,60,85210.00,3184
28,61,85211.00,3346
28,60,85212.00,3346
28,60,85208.00,3184
28,60,85212.00,3346
28,60,85215.00,3346
28,60,85214.00,3346
28,60,85212.00,3346
28,60,85214.00,3346
29,59,85214.00,3526
28,60,85211.00,3725
28,60,85208.00,3526
28,60,85216.00,3526
28,60,85213.00,3526
28,60,85218.00,3526
28,60,85211.00,3725
28,60,85211.00,3526
28,60,85210.00,3526
28,60,85213.00,3949
28,60,85209.00,3725
28,61,85201.00,3526
28,62,85204.00,3725
28,60,85204.00,3949
28,60,85208.00,3184
28,60,85204.00,3725
28,60,85210.00,3949
28,60,85211.00,3949
28,60,85204.00,3526
28,60,85205.00,3526
28,60,85211.00,3725
28,61,85209.00,3725
28,61,85211.00,3526
28,61,85205.00,3526
28,61,85212.00,3526
28,60,85203.00,3725
28,60,85205.00,3526
28,61,85202.00,3725
28,60,85208.00,3725
28,60,85208.00,3725
28,60,85211.00,3725
28,60,85201.00,3526
28,60,85208.00,3725
28,60,85208.00,3725
28,60,85208.00,3725
28,60,85211.00,3949
29,59,85212.00,3725
28,60,85215.00,3949
28,60,85212.00,3184
28,60,85211.00,3949
28,60,85208.00,3949
28,60,85211.00,3725
28,60,85214.00,3725
28,60,85211.00,3725
28,60,85210.00,4200
28,60,85208.00,3949
29,60,85211.00,3949
28,60,85204.00,3949
28,60,85211.00,4200
28,61,85213.00,3949
28,61,85212.00,3725
28,61,85209.00,3949
28,60,85209.00,3949
28,60,85214.00,3725
28,60,85216.00,3949
28,60,85213.00,3725
28,60,85213.00,3949
29,59,85208.00,3526
28,60,85211.00,3526
28,60,85215.00,3526
28,60,85212.00,3725
28,60,85213.00,3526
28,60,85211.00,3526
28,59,85209.00,3725
28,59,85213.00,3725
28,59,85209.00,3526
28,60,85204.00,3725
28,61,85210.00,3526
28,60,85211.00,3526
28,60,85209.00,3526
29,59,85211.00,3725
28,62,85204.00,3725
28,60,85200.00,3526
28,60,85209.00,3725
28,60,85203.00,3526
28,60,85204.00,3725
28,60,85205.00,3346
28,61,85203.00,3526
29,60,85213.00,3526
28,61,85204.00,3346
28,61,85212.00,4200
28,60,85203.00,3725
28,60,85210.00,3725
28,60,85202.00,3725
28,60,85203.00,3526
28,60,85203.00,3526
28,60,85199.00,3526
28,60,85209.00,3526
28,60,85200.00,3725
28,60,85205.00,3526
28,61,85202.00,3526
28,61,85197.00,3526
28,61,85203.00,3526
28,61,85205.00,3526
28,60,85199.00,3725
28,60,85199.00,3346
28,60,85201.00,3346
28,60,85198.00,3346
28,60,85201.00,3184
28,60,85197.00,3346
28,60,85202.00,3184
28,60,85196.00,3346
28,60,85201.00,3184
28,60,85197.00,3036
28,60,85201.00,3036
28,60,85197.00,3036
27,62,85191.00,3036
28,61,85195.00,2901
28,61,85194.00,2901
27,61,85197.00,2901
28,60,85196.00,2901
28,60,85196.00,2901
28,60,85130.00,3184
27,60,85188.00,2901
27,61,85193.00,3036
27,61,85188.00,2901
28,61,85189.00,2901
28,60,85193.00,2901
27,60,85191.00,2901
28,60,85193.00,3036
28,60,85193.00,3036
28,60,85195.00,2901
27,60,85194.00,2901
27,61,85192.00,2777
28,61,85193.00,2901
27,61,85192.00,2664
28,60,85200.00,2777
27,61,85191.00,2901
27,61,85198.00,2558
27,61,85192.00,2558
27,62,85193.00,2558
27,61,85190.00,2664
27,61,85192.00,2558
27,61,85189.00,2664
27,61,85185.00,2461
27,62,85190.00,2558
27,62,85191.00,2558
27,62,85191.00,2371
27,62,85191.00,2558
27,62,85192.00,2371
27,62,85191.00,2371
27,62,85190.00,2287
27,62,85188.00,2287
27,62,85197.00,2287
27,62,85189.00,2208
27,62,85190.00,2135
27,62,85188.00,2135
27,62,85182.00,2135
26,63,85190.00,2135
27,62,85191.00,2066
27,62,85195.00,2208
27,62,85187.00,2135
27,62,85188.00,2066
27,62,85189.00,2135
27,62,85182.00,2135
27,62,85185.00,2135
26,64,85198.00,2066
26,63,85189.00,2002
26,63,85189.00,2135
27,62,85191.00,2002
27,62,85188.00,2135
27,64,85185.00,2135
27,62,85187.00,2135
26,63,85187.00,2208
27,62,85182.00,2135
27,63,85183.00,2208
26,63,85183.00,2208
26,63,85183.00,2371
26,63,85180.00,2287
26,63,85176.00,2558
26,63,85173.00,2287
27,62,85181.00,2371
26,63,85181.00,2371
26,63,85173.00,2461
26,63,85176.00,2461
26,63,85179.00,2461
26,63,85175.00,2461
26,64,85167.00,2461
26,64,85177.00,2461
26,65,85176.00,2461
29,62,85181.00,2558
26,64,85171.00,2461
27,63,85169.00,2461
26,64,85170.00,2558
26,64,85172.00,2461
26,64,85170.00,2664
26,64,85173.00,2461
26,64,85169.00,2664
26,64,85165.00,2558
27,63,85171.00,2664
26,64,85169.00,2558
26,64,85168.00,2558
26,64,85173.00,2664
27,63,85170.00,2664
26,64,85173.00,2558
27,63,85170.00,2558
26,64,85165.00,2461
27,63,85105.00,2664
27,63,85172.00,2461
26,65,85168.00,2461
26,65,85174.00,2461
26,65,85172.00,2461
26,65,85171.00,2461
26,64,85173.00,2558
26,65,85169.00,2461
26,64,85174.00,2558
26,65,85168.00,2461
26,64,85170.00,2558
26,64,85175.00,2558
26,64,85178.00,2558
26,65,85173.00,2461
27,63,85169.00,2558
26,64,85174.00,2558
27,63,85167.00,2558
29,62,85173.00,2558
26,64,85166.00,2664
26,65,85171.00,2777
27,63,85176.00,2558
26,64,85165.00,2558
26,64,85166.00,2558
26,65,85168.00,2558
26,64,85163.00,2664
26,65,85166.00,2777
26,65,85170.00,2664
26,65,85171.00,2777
27,64,85162.00,2901
26,65,85167.00,2777
26,65,85161.00,2664
26,65,85161.00,2777
27,64,85161.00,3036
26,65,85167.00,2901
26,65,85169.00,2777
26,66,85160.00,3036
26,65,85156.00,2777
26,65,85165.00,2901
26,65,85160.00,2901
26,65,85165.00,2901
26,64,85161.00,3036
26,65,85163.00,3036
26,65,85164.00,2901
26,64,85160.00,2777
26,65,85161.00,2901
28,64,85165.00,2901
26,65,85157.00,3036
26,65,85163.00,3036
26,64,85159.00,2901
26,65,85158.00,3036
26,65,85161.00,3184
26,65,85157.00,3184
26,65,85166.00,3184
26,65,85160.00,3184
26,65,85158.00,3036
26,65,85156.00,3036
26,65,85161.00,3346
26,65,85164.00,3184
26,64,85154.00,3346
26,64,85157.00,3725
26,64,85154.00,3184
26,65,85158.00,3725
26,65,85158.00,3184
26,64,85157.00,3346
26,64,85160.00,3184
27,64,85155.00,3346
26,64,85150.00,3725
26,64,85152.00,3526
27,64,85154.00,3725
26,65,85149.00,3346
26,65,85158.00,3526
26,65,85156.00,3346
26,65,85160.00,3526
26,65,85151.00,2777
26,65,85156.00,3346
26,64,85148.00,3725
26,64,85158.00,3184
26,64,85157.00,3346
26,65,85155.00,3184
26,64,85159.00,3184
26,64,85151.00,2901
27,63,85147.00,2777
26,65,85155.00,2558
26,65,85153.00,2558
26,65,85145.00,2461
26,65,85145.00,2461
26,65,85146.00,2558
26,66,85145.00,2461
27,65,85141.00,2461
26,66,85147.00,2461
26,66,85141.00,2371
26,66,85141.00,2287
26,66,85134.00,3184
27,65,85141.00,2208
26,66,85141.00,2208
26,66,85136.00,2135
26,66,85133.00,2135
26,66,85131.00,2135
26,67,85130.00,2135
26,66,85133.00,2135
27,65,85136.00,2135
26,66,85131.00,2371
26,66,85135.00,2287
26,67,85130.00,2287
26,68,85133.00,2287
26,68,85135.00,2135
26,68,85133.00,2371
26,68,85134.00,2135
25,69,85137.00,2066
25,69,85141.00,2066
25,69,85143.00,1883
25,69,85135.00,1829
25,69,85141.00,1778
25,69,85139.00,1729
25,69,85143.00,1598
25,69,85143.00,1598
24,71,85149.00,1484
24,71,85144.00,1450
24,71,85143.00,1385
24,71,85142.00,1355
24,71,85146.00,1355
24,73,85149.00,1326
24,74,85148.00,1271
24,74,85147.00,1246
24,73,85143.00,1246
24,74,85143.00,1221
24,73,85148.00,1246
24,72,85148.00,1221
24,71,85143.00,1197
24,73,85147.00,1174
24,74,85144.00,1174
24,74,85144.00,1174
24,74,85144.00,1174
24,75,85146.00,1174
24,74,85145.00,1174
23,74,85144.00,1197
24,73,85143.00,1174
24,73,85142.00,1174
24,74,85136.00,1174
24,74,85138.00,1221
24,74,85134.00,1174
24,74,85079.00,1197
23,74,85138.00,1197
23,74,85130.00,1197
23,74,85133.00,1197
23,73,85138.00,1174
23,75,85138.00,1174
23,76,85139.00,1197
24,75,85134.00,1197
23,74,85129.00,1197
23,73,85131.00,1197
23,75,85133.00,1221
23,75,85134.00,1221
23,76,85134.00,1221
23,74,85134.00,1246
23,74,85138.00,1221
23,74,85136.00,1221
23,75,85132.00,1246
23,78,85135.00,1221
23,78,85133.00,1221
23,76,85133.00,1246
23,76,85131.00,1221
23,75,85132.00,1246
23,76,85134.00,1271
23,76,85131.00,1298
23,78,85136.00,1298
23,78,85128.00,1326
24,78,85130.00,1355
23,78,85134.00,1355
23,79,85133.00,1417
23,79,85129.00,1450
23,78,85129.00,1520
23,79,85130.00,1558
23,80,85131.00,1520
23,80,85131.00,1558
23,79,85133.00,1598
24,79,85126.00,1598
23,80,85125.00,1598
23,79,85125.00,1558
23,79,85130.00,1598
23,79,85128.00,1520

